type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
1,-0.305785124,-0.265822785,-0.807228916,-0.957055215,-0.631229236,-0.986111111,-0.995391705,-0.713514556,-0.224806202,-0.595505618,-0.072463768,4
-1,-0.338842975,-0.797468354,-0.506024096,-0.966257669,-0.943521595,-0.805555556,-0.382488479,-0.850009639,-0.534883721,-0.370786517,0.304347826,4
-1,-0.570247934,-0.64556962,-0.674698795,-0.680981595,-0.890365449,-0.694444444,-0.34562212,-0.585502217,-0.348837209,-0.730337079,-0.797101449,3
-1,-0.669421488,-0.683544304,-0.710843373,-0.610429448,-0.88372093,-0.722222222,-0.396313364,-0.610950453,-0.03875969,-0.775280899,-0.565217391,3
-1,-0.669421488,-0.64556962,-0.590361446,-0.895705521,-0.926910299,-0.729166667,-0.571428571,-0.903990746,0.03875969,-0.808988764,0.391304348,5
1,-0.371900826,-0.202531646,-0.963855422,-0.957055215,-0.764119601,-0.819444444,-0.829493088,-0.665702718,0.11627907,-0.528089888,-0.15942029,4
-1,-0.570247934,-0.46835443,-0.445783133,-0.760736196,-0.863787375,-0.604166667,-0.198156682,-0.697705803,-0.286821705,-0.730337079,-0.507246377,4
1,-0.421487603,-0.594936709,-0.722891566,-0.947852761,-0.810631229,-0.763888889,-0.705069124,-0.661846925,0.100775194,-0.550561798,-0.391304348,3
1,-0.305785124,-0.240506329,-0.734939759,-0.95398773,-0.764119601,-0.833333333,-0.543778802,-0.652207442,-0.100775194,-0.696629213,-0.449275362,3
1,-0.388429752,-0.227848101,-0.686746988,-0.960122699,-0.787375415,-0.840277778,-0.622119816,-0.652593021,-0.100775194,-0.651685393,-0.47826087,3
1,-0.487603306,-0.063291139,-0.963855422,-0.947852761,-0.850498339,-0.958333333,-0.953917051,-0.692693272,0.131782946,-0.539325843,0.014492754,4
-1,-0.454545455,-0.594936709,-0.710843373,-0.616564417,-0.863787375,-0.645833333,-0.087557604,-0.580104106,-0.410852713,-0.696629213,-0.768115942,3
-1,-0.537190083,-0.632911392,-0.626506024,-0.898773006,-0.940199336,-0.736111111,-0.585253456,-0.875072296,-0.19379845,-0.573033708,0.333333333,6
1,-0.404958678,-0.196202532,-0.879518072,-0.944785276,-0.764119601,-0.895833333,-0.875576037,-0.604781184,0.333333333,-0.471910112,-0.188405797,5
1,-0.371900826,-0.063291139,-1,-0.960122699,-0.697674419,-0.965277778,-0.97235023,-0.68768074,-0.007751938,-0.584269663,-0.130434783,3
-1,-0.454545455,-0.772151899,-0.493975904,-0.975460123,-0.880398671,-0.680555556,-0.304147465,-0.82687488,-0.643410853,-0.898876404,-0.275362319,4
-1,-0.636363636,-0.696202532,-0.590361446,-0.987730061,-0.910299003,-0.645833333,-0.179723502,-0.851166377,0.11627907,-0.752808989,0,4
-1,-0.404958678,-0.670886076,-0.481927711,-0.834355828,-0.956810631,-0.854166667,-0.451612903,-0.78060536,-0.364341085,-0.629213483,0.014492754,4
1,-0.47107438,-0.132911392,-1,-0.960122699,-0.80730897,-0.729166667,-0.737327189,-0.5839599,0.364341085,-0.337078652,-0.449275362,3
-1,-0.669421488,-0.64556962,-0.662650602,-0.889570552,-0.88372093,-0.645833333,-0.299539171,-0.811451706,-0.023255814,-0.752808989,-0.217391304,5
-1,-0.388429752,-0.46835443,-0.771084337,-0.806748466,-0.893687708,-0.576388889,-0.33640553,-0.692693272,-0.209302326,-0.831460674,-0.420289855,4
-1,-0.421487603,-0.594936709,-0.590361446,-0.81595092,-0.92358804,-0.840277778,-0.511520737,-0.69385001,-0.224806202,-0.730337079,-0.47826087,4
-1,-0.669421488,-0.575949367,-0.831325301,-0.840490798,-0.877076412,-0.666666667,-0.119815668,-0.74590322,-0.100775194,-0.449438202,-0.333333333,3
-1,-0.239669421,-0.759493671,-0.493975904,-0.969325153,-0.873754153,-0.944444444,-0.562211982,-0.73433584,-0.472868217,-0.516853933,-0.101449275,2
-1,-0.553719008,-0.455696203,-0.626506024,-0.90797546,-0.877076412,-0.875,-0.368663594,-0.880084827,-0.333333333,-0.865168539,0.15942029,6
-1,-0.619834711,-0.569620253,-0.710843373,-0.455521472,-0.863787375,-0.777777778,-0.179723502,-0.524966262,-0.379844961,-0.561797753,-0.623188406,3
-1,-0.58677686,-0.569620253,-0.771084337,-0.840490798,-0.893687708,-0.854166667,-0.359447005,-0.72276846,-0.333333333,-0.539325843,-0.449275362,3
-1,-0.421487603,-0.64556962,-0.493975904,-0.981595092,-0.920265781,-0.805555556,-0.373271889,-0.80952381,-0.302325581,-0.764044944,-0.217391304,2
-1,-0.537190083,-0.797468354,-0.313253012,-0.984662577,-0.598006645,-0.604166667,-0.382488479,-0.784461153,-0.379844961,-0.808988764,-0.623188406,5
-1,-0.504132231,-0.721518987,-0.686746988,-0.981595092,-0.893687708,-0.805555556,-0.188940092,-0.848467322,-0.503875969,-0.853932584,-0.072463768,3
-1,-0.636363636,-0.582278481,-0.674698795,-0.993865031,-0.415282392,-0.923611111,-0.161290323,-0.796028533,-0.379844961,-0.550561798,-0.594202899,3
1,-0.272727273,-0.696202532,-0.590361446,-0.86196319,-0.823920266,-0.951388889,-0.926267281,-0.603238866,-0.224806202,-0.191011236,-0.15942029,4
-1,-0.454545455,-0.708860759,-0.722891566,-0.911042945,-0.903654485,-0.847222222,-0.511520737,-0.828031618,-0.488372093,-0.831460674,-0.024154588,4
-1,-0.537190083,-0.658227848,-0.506024096,-0.978527607,-0.857142857,-0.895833333,-0.373271889,-0.691922113,0.085271318,-0.719101124,-0.420289855,4
-1,-0.504132231,-0.721518987,-0.554216867,-0.552147239,-0.860465116,-0.534722222,-0.207373272,-0.528050896,0.054263566,-0.292134831,-0.623188406,4
-1,-0.371900826,-0.784810127,-0.56626506,-0.880368098,-0.890365449,-0.826388889,-0.557603687,-0.723925198,-0.426356589,-0.719101124,-0.565217391,3
1,-0.239669421,-0.215189873,-0.855421687,-0.963190184,-0.790697674,-0.743055556,-0.815668203,-0.694235589,0.023255814,-0.247191011,0.101449275,4
-1,-0.223140496,-0.784810127,-0.626506024,-0.987730061,-0.950166113,-0.916666667,-0.608294931,-0.772893773,-0.891472868,-0.831460674,-0.391304348,3
-1,-0.537190083,-0.658227848,-0.409638554,-0.779141104,-0.867109635,-0.576388889,-0.02764977,-0.661075766,-0.302325581,-0.741573034,-0.594202899,4
-1,-0.685950413,-0.721518987,-0.662650602,-0.978527607,-0.940199336,-0.826388889,-0.562211982,-0.908617698,-0.023255814,-0.820224719,0.304347826,5
1,-0.603305785,-0.189873418,-0.891566265,-0.941717791,-0.760797342,-0.902777778,-0.907834101,-0.681125892,0.317829457,-0.539325843,0.15942029,3
-1,-0.504132231,-0.746835443,-0.662650602,-0.63190184,-0.870431894,-0.631944444,-0.400921659,-0.674185464,-0.271317829,-0.831460674,-0.217391304,4
-1,-0.47107438,-0.746835443,-0.578313253,-0.748466258,-0.906976744,-0.791666667,-0.552995392,-0.738962792,-0.364341085,-0.696629213,-0.130434783,4
-1,-0.603305785,-0.734177215,-0.662650602,-0.843558282,-0.936877076,-0.694444444,-0.470046083,-0.823790245,-0.240310078,-0.033707865,0.202898551,5
-1,-0.256198347,-0.708860759,-0.638554217,-0.95398773,-0.867109635,-0.861111111,-0.322580645,-0.684210526,-0.426356589,-0.685393258,-0.536231884,4
-1,-0.388429752,-0.670886076,-0.542168675,-0.843558282,-0.96013289,-0.847222222,-0.451612903,-0.758241758,-0.364341085,-0.550561798,-0.101449275,4
1,-0.355371901,0.215189873,-0.759036145,-0.957055215,-0.873754153,-0.902777778,-0.751152074,-0.67649894,-0.007751938,-0.752808989,-0.15942029,3
-1,-0.570247934,-0.683544304,-0.638554217,-0.849693252,-0.903654485,-0.902777778,-0.433179724,-0.703489493,-0.348837209,-0.696629213,-0.536231884,4
-1,-0.652892562,-0.784810127,-0.65060241,-0.923312883,-0.930232558,-0.784722222,-0.460829493,-0.922112975,0.069767442,-0.876404494,0.652173913,5
-1,-0.768595041,-0.518987342,-0.686746988,-0.782208589,-0.853820598,-0.868055556,-0.552995392,-0.79217274,-0.147286822,-0.741573034,0.217391304,4
-1,-0.652892562,-0.772151899,-0.662650602,-0.987730061,-0.906976744,-0.840277778,-0.622119816,-0.852323115,-0.11627907,-0.629213483,-0.231884058,5
-1,-0.504132231,-0.772151899,-0.662650602,-0.751533742,-0.873754153,-0.645833333,0.087557604,-0.68806632,-0.224806202,-0.651685393,-0.275362319,4
1,-0.223140496,-0.493670886,-0.518072289,-0.825153374,-0.863787375,-0.986111111,-0.98156682,-0.67032967,-0.131782946,-0.617977528,0.15942029,2
-1,-0.570247934,-0.696202532,-0.614457831,-0.989263804,-0.893687708,-0.847222222,-0.423963134,-0.875843455,-0.178294574,-0.853932584,0.101449275,3
-1,-0.338842975,-0.620253165,-0.108433735,-0.963190184,-0.920265781,-0.777777778,-0.30875576,-0.850009639,-0.11627907,-0.662921348,0.391304348,4
-1,-0.487603306,-0.64556962,-0.554216867,-0.739263804,-0.906976744,-0.895833333,-0.677419355,-0.703489493,-0.488372093,-0.640449438,-0.101449275,3
-1,-0.404958678,-0.734177215,-0.674698795,-0.981595092,-0.893687708,-0.819444444,-0.571428571,-0.784461153,-0.271317829,-0.876404494,-0.47826087,4
-1,-0.404958678,-0.658227848,-0.373493976,-0.536809816,-0.850498339,-0.756944444,-0.387096774,-0.584731058,-0.503875969,-0.550561798,-0.41062802,4
1,-0.140495868,-0.126582278,-1,-0.944785276,-0.737541528,-0.875,-0.852534562,-0.541546173,-0.023255814,-0.573033708,-0.623188406,3
-1,-0.570247934,-0.797468354,-0.469879518,-0.981595092,-0.860465116,-0.736111111,-0.465437788,-0.866203971,-0.395348837,-0.404494382,-0.043478261,5
-1,-0.785123967,-0.582278481,-0.734939759,-0.969325153,-0.940199336,-0.881944444,-0.617511521,-0.915558126,0.224806202,-0.820224719,0.304347826,5
1,-0.157024793,-0.632911392,-0.578313253,-0.960122699,-0.80730897,-0.833333333,-0.764976959,-0.61866204,-0.286821705,0.280898876,-0.333333333,4
-1,-0.421487603,-0.759493671,-0.674698795,-0.59202454,-0.840531561,-0.694444444,-0.313364055,-0.577405051,-0.658914729,-0.786516854,-0.768115942,6
1,-0.421487603,-0.613924051,-0.530120482,-0.981595092,-0.833887043,-0.958333333,-0.976958525,-0.760940814,-0.11627907,-0.662921348,0.014492754,4
-1,-0.553719008,-0.658227848,-0.771084337,-0.889570552,-0.877076412,-0.965277778,-0.502304147,-0.67649894,-0.178294574,-0.853932584,-0.826086957,2
-1,-0.454545455,-0.443037975,-0.722891566,-0.840490798,-0.913621262,-0.840277778,-0.566820276,-0.864661654,-0.333333333,-0.606741573,0.507246377,5
-1,-0.47107438,-0.746835443,-0.518072289,-0.984662577,-0.837209302,-0.798611111,-0.599078341,-0.764411028,-0.519379845,-0.820224719,-0.652173913,4
-1,-0.438016529,-0.708860759,-0.771084337,-0.598159509,-0.857142857,-0.680555556,-0.119815668,-0.55504145,-0.379844961,-0.651685393,-0.710144928,3
1,0.107438017,-0.544303797,-0.43373494,-0.950920245,-0.784053156,-0.944444444,-0.921658986,-0.642567958,-0.209302326,-0.393258427,0.15942029,4
-1,-0.47107438,-0.569620253,-0.530120482,-0.806748466,-0.810631229,-0.708333333,-0.281105991,-0.672257567,-0.395348837,-0.651685393,-0.565217391,3
-1,-0.570247934,-0.607594937,-0.662650602,-0.972392638,-0.906976744,-0.923611111,-0.479262673,-0.8153075,-0.069767442,-0.674157303,-0.304347826,5
-1,-0.570247934,-0.848101266,-0.409638554,-0.82208589,-0.890365449,-0.666666667,-0.285714286,-0.715056873,-0.03875969,-0.752808989,-0.304347826,4
1,-0.173553719,-0.303797468,-0.951807229,-0.950920245,-0.634551495,-0.909722222,-0.769585253,-0.649508386,-0.240310078,-0.573033708,-0.15942029,4
-1,-0.504132231,-0.696202532,-0.626506024,-0.457055215,-0.877076412,-0.729166667,-0.373271889,-0.50298824,-0.100775194,-0.786516854,-0.797101449,3
1,0.256198347,-0.544303797,-0.168674699,-0.95398773,-0.73089701,-0.965277778,-0.930875576,-0.50298824,-0.302325581,-0.550561798,-0.652173913,4
-1,-0.553719008,-0.670886076,-0.614457831,-0.814417178,-0.833887043,-0.770833333,-0.548387097,-0.790630422,-0.286821705,-0.775280899,-0.101449275,3
-1,-0.438016529,-0.493670886,-0.409638554,-0.984662577,-0.870431894,-0.930555556,-0.391705069,-0.776749566,-0.550387597,-0.775280899,-0.623188406,3
1,-0.404958678,-0.253164557,-0.903614458,-0.883435583,-0.744186047,-0.965277778,-0.894009217,-0.603238866,0.023255814,-0.685393258,-0.710144928,2
1,-0.752066116,-0.405063291,-0.86746988,-0.950920245,-0.870431894,-0.895833333,-0.617511521,-0.818392134,0.271317829,-0.258426966,0.613526571,5
1,0.041322314,0.183544304,-0.734939759,-0.914110429,-0.681063123,-0.930555556,-0.631336406,-0.464430307,0.100775194,-0.528089888,-0.043478261,2
-1,-0.58677686,-0.620253165,-0.590361446,-0.969325153,-0.867109635,-0.909722222,-0.419354839,-0.73433584,-0.100775194,-0.696629213,-0.565217391,4
-1,-0.719008264,-0.601265823,-0.542168675,-0.938650307,-0.920265781,-0.9375,-0.709677419,-0.853865433,-0.379844961,-0.584269663,-0.188405797,4
-1,-0.58677686,-0.620253165,-0.710843373,-0.81595092,-0.897009967,-0.743055556,-0.377880184,-0.695777906,-0.224806202,-0.719101124,-0.565217391,3
-1,-0.107438017,-0.594936709,-0.493975904,-0.978527607,-0.877076412,-0.909722222,-0.170506912,-0.6996337,-0.441860465,-0.707865169,-0.536231884,3
-1,-0.404958678,-0.797468354,-0.638554217,-0.598159509,-0.843853821,-0.777777778,-0.253456221,-0.570464623,-0.720930233,-0.752808989,-0.797101449,5
1,-0.157024793,-0.392405063,-0.361445783,-0.895705521,-0.694352159,-0.986111111,-0.98156682,-0.662618084,-0.240310078,-0.584269663,0.188405797,5
-1,-0.371900826,-0.746835443,-0.686746988,-0.871165644,-0.920265781,-0.826388889,-0.677419355,-0.859263543,-0.596899225,-0.696629213,0.246376812,5
-1,-0.685950413,-0.683544304,-0.614457831,-0.644171779,-0.893687708,-0.708333333,-0.442396313,-0.686524002,-0.209302326,-0.651685393,-0.304347826,5
-1,-0.553719008,-0.708860759,-0.698795181,-0.487730061,-0.877076412,-0.902777778,-0.520737327,-0.569307885,-0.333333333,-0.775280899,-0.652173913,4
1,-0.47107438,-0.069620253,-0.939759036,-0.957055215,-0.760797342,-0.916666667,-0.778801843,-0.634085213,0.03875969,-0.606741573,-0.47826087,3
-1,-0.619834711,-0.759493671,-0.698795181,-0.895705521,-0.953488372,-0.847222222,-0.511520737,-0.799884326,0.007751938,-0.674157303,0.043478261,4
-1,-0.487603306,-0.556962025,-0.530120482,-0.944785276,-0.870431894,-0.833333333,-0.304147465,-0.837285521,-0.255813953,-0.640449438,-0.101449275,5
-1,-0.454545455,-0.658227848,-0.662650602,-0.98006135,-0.953488372,-0.986111111,-0.617511521,-0.891266628,-0.643410853,-0.91011236,-0.014492754,2
-1,-0.553719008,-0.670886076,-0.590361446,-0.975460123,-0.897009967,-0.833333333,-0.179723502,-0.805282437,-0.11627907,-0.730337079,-0.217391304,3
1,-0.421487603,-0.392405063,-0.614457831,-0.95398773,-0.823920266,-0.791666667,-0.778801843,-0.607865818,-0.100775194,-0.516853933,-0.420289855,5
-1,-0.834710744,-0.569620253,-1,-0.819018405,-0.936877076,-0.777777778,-0.276497696,-0.738191633,-0.007751938,-0.561797753,-0.449275362,4
-1,-0.570247934,-0.867088608,-0.65060241,-0.984662577,-0.913621262,-0.701388889,-0.382488479,-0.833815307,-0.302325581,-0.629213483,-0.217391304,5
-1,-0.58677686,-0.582278481,-0.759036145,-0.840490798,-0.897009967,-0.840277778,-0.3640553,-0.724696356,-0.333333333,-0.539325843,-0.449275362,3
-1,-0.752066116,-0.607594937,-0.542168675,-0.696319018,-0.926910299,-0.638888889,-0.382488479,-0.764796607,-0.03875969,-0.730337079,0.072463768,4
-1,-0.272727273,-0.734177215,-0.421686747,-0.975460123,-0.893687708,-0.930555556,-0.571428571,-0.66493156,-0.302325581,-0.606741573,-0.449275362,3
-1,-0.504132231,-0.594936709,-0.590361446,-0.981595092,-0.88372093,-0.909722222,-0.718894009,-0.8153075,-0.488372093,-0.719101124,-0.246376812,2
1,-0.454545455,-0.240506329,-1,-0.963190184,-0.784053156,-0.895833333,-0.870967742,-0.610950453,0.162790698,-0.460674157,-0.449275362,4
-1,-0.140495868,-0.607594937,-0.421686747,-0.81595092,-0.887043189,-0.930555556,-0.69124424,-0.742047426,-0.720930233,-0.820224719,0.043478261,3
-1,-0.537190083,-0.759493671,0.192771084,-0.981595092,-0.624584718,-0.694444444,-0.433179724,-0.749759013,-0.426356589,-0.898876404,-0.797101449,4
-1,-0.20661157,-0.772151899,-0.662650602,-0.993865031,-0.92358804,-0.833333333,-0.668202765,-0.848467322,-0.581395349,-0.820224719,-0.101449275,3
-1,-0.636363636,-0.544303797,-0.614457831,-0.984662577,-0.853820598,-0.826388889,-0.230414747,-0.728937729,0.023255814,-0.640449438,-0.768115942,3
1,0.024793388,-0.607594937,-0.43373494,-0.938650307,-0.747508306,-0.909722222,-0.875576037,-0.516483516,-0.007751938,-0.348314607,-0.275362319,5
-1,-0.520661157,-0.772151899,-0.771084337,-0.874233129,-0.877076412,-0.611111111,-0.285714286,-0.71120108,-0.069767442,-0.505617978,-0.275362319,4
-1,-0.438016529,-1,-0.240963855,-0.680981595,-0.88372093,-0.625,-0.30875576,-0.603238866,-0.426356589,-0.752808989,-0.797101449,4
-1,-0.47107438,-0.594936709,-0.710843373,-0.828220859,-0.870431894,-0.791666667,0.023041475,-0.668787353,-0.209302326,-0.550561798,-0.594202899,4
1,-0.652892562,-0.632911392,-0.698795181,-0.607361963,-0.80730897,-0.506944444,-0.290322581,-0.610564874,-0.054263566,-0.640449438,-0.333333333,4
-1,-0.404958678,-0.683544304,-0.409638554,-0.984662577,-0.890365449,-0.763888889,-0.30875576,-0.823019086,-0.364341085,-0.629213483,-0.043478261,3
-1,-0.289256198,-0.746835443,-0.409638554,-0.656441718,-0.870431894,-0.6875,-0.050691244,-0.626373626,-0.426356589,-0.730337079,-0.420289855,5
1,-0.32231405,-0.316455696,-0.590361446,-0.941717791,-0.777408638,-0.951388889,-0.949308756,-0.79795643,-0.255813953,-0.438202247,0.47826087,6
-1,-0.652892562,-0.772151899,-0.662650602,-0.86196319,-0.900332226,-0.659722222,-0.387096774,-0.824946983,-0.317829457,-0.752808989,-0.043478261,4
-1,-0.338842975,-0.797468354,-0.506024096,-0.966257669,-0.943521595,-0.805555556,-0.382488479,-0.850009639,-0.534883721,-0.370786517,0.304347826,4
1,-0.272727273,-0.582278481,-0.530120482,-0.941717791,-0.784053156,-0.805555556,-0.806451613,-0.684981685,-0.069767442,-0.258426966,0.275362319,5
-1,-0.702479339,-0.594936709,-0.602409639,-0.791411043,-0.906976744,-0.833333333,-0.589861751,-0.785232312,-0.178294574,-0.696629213,-0.101449275,4
1,0.157024793,-0.430379747,-0.602409639,-0.941717791,-0.700996678,-0.868055556,-0.852534562,-0.573163678,-0.19379845,-0.449438202,-0.188405797,3
-1,-0.636363636,-0.746835443,-0.602409639,-0.984662577,-0.900332226,-0.694444444,-0.447004608,-0.868903027,-0.085271318,-0.741573034,0.043478261,5
1,-0.256198347,-0.607594937,-0.530120482,-0.944785276,-0.77076412,-0.888888889,-0.829493088,-0.717370349,-0.085271318,-0.382022472,0.304347826,5
1,-0.388429752,-0.341772152,-0.518072289,-0.950920245,-0.830564784,-0.923611111,-0.935483871,-0.705802969,-0.162790698,-0.528089888,0.101449275,4
-1,-0.338842975,-0.784810127,-0.397590361,-0.978527607,-0.880398671,-0.763888889,-0.382488479,-0.873144399,-0.317829457,-0.797752809,0.15942029,4
1,-0.289256198,-0.272151899,-0.734939759,-0.95398773,-0.774086379,-0.923611111,-0.728110599,-0.63022942,-0.11627907,-0.674157303,-0.652173913,3
-1,-0.685950413,-0.64556962,-0.578313253,-0.981595092,-0.857142857,-0.736111111,-0.377880184,-0.846925005,0.11627907,-0.471910112,-0.043478261,4
-1,-0.504132231,-0.759493671,-0.602409639,-0.978527607,-0.926910299,-0.854166667,-0.626728111,-0.893580104,-0.441860465,-0.550561798,0.246376812,5
-1,-0.438016529,-0.53164557,-0.518072289,-0.662576687,-0.92358804,-0.770833333,-0.041474654,-0.645652593,-0.410852713,-0.674157303,-0.47826087,4
-1,-0.239669421,-0.721518987,-0.638554217,-0.745398773,-0.950166113,-0.888888889,-0.483870968,-0.712743397,-0.581395349,-0.865168539,-0.275362319,4
-1,-0.404958678,-0.64556962,-0.56626506,-0.570552147,-0.870431894,-0.763888889,-0.285714286,-0.626373626,-0.348837209,-0.617977528,-0.246376812,3
-1,-0.438016529,-0.759493671,-0.626506024,-0.825153374,-0.916943522,-0.888888889,-0.552995392,-0.770965876,-0.333333333,-0.662921348,-0.014492754,5
-1,-0.305785124,-0.721518987,-0.493975904,-0.570552147,-0.88372093,-0.694444444,-0.276497696,-0.49142086,-0.240310078,-0.471910112,-0.826086957,5
-1,-0.421487603,-0.594936709,-0.421686747,-0.610429448,-0.830564784,-0.611111111,-0.124423963,-0.57239252,-0.503875969,-0.685393258,-0.652173913,3
-1,-0.47107438,-0.506329114,-0.710843373,-0.987730061,-0.870431894,-0.951388889,-0.479262673,-0.799884326,-0.565891473,-0.898876404,-0.391304348,2
-1,-0.289256198,-0.582278481,-0.734939759,-0.858895706,-0.873754153,-0.840277778,-0.331797235,-0.685367264,-0.224806202,-0.719101124,-0.333333333,3
1,-0.173553719,-0.227848101,-0.771084337,-0.895705521,-0.717607973,-0.798611111,-0.709677419,-0.585116638,-0.224806202,-0.685393258,-0.420289855,4
-1,-0.20661157,-0.746835443,-0.493975904,-0.972392638,-0.893687708,-0.763888889,-0.451612903,-0.79217274,-0.395348837,-0.696629213,-0.014492754,5
-1,-0.537190083,-0.772151899,-0.686746988,-0.487730061,-0.860465116,-0.888888889,-0.341013825,-0.564680933,-0.565891473,-0.764044944,-0.594202899,4
-1,-0.553719008,-0.772151899,-0.686746988,-0.975460123,-0.893687708,-0.729166667,-0.377880184,-0.730480046,-0.03875969,-0.438202247,-0.565217391,4
1,-0.371900826,-0.183544304,-0.963855422,-0.960122699,-0.744186047,-0.909722222,-0.764976959,-0.622517833,0.007751938,-0.730337079,-0.333333333,3
-1,-0.652892562,-0.784810127,-0.662650602,-0.996932515,-0.940199336,-0.972222222,-0.898617512,-0.894351263,-0.364341085,-0.887640449,-0.246376812,3
-1,-0.553719008,-0.784810127,-0.626506024,-0.972392638,-0.893687708,-0.770833333,-0.470046083,-0.853094274,-0.472868217,-0.730337079,-0.275362319,4
