type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
-1,-0.570247934,-0.518987342,-0.710843373,-0.797546012,-0.873754153,-0.722222222,-0.331797235,-0.655677656,-0.395348837,-0.573033708,-0.652173913,1
-1,-0.520661157,-0.772151899,-0.662650602,-0.705521472,-0.900332226,-0.805555556,-0.497695853,-0.707730866,-0.395348837,-0.741573034,-0.15942029,2
-1,-0.570247934,-0.398734177,-0.927710843,-0.987730061,-0.930232558,-0.944444444,-0.423963134,-0.873144399,-0.612403101,-0.921348315,-0.188405797,1
1,-0.421487603,-0.506329114,-0.626506024,-0.944785276,-0.784053156,-0.944444444,-0.815668203,-0.649508386,0.069767442,-0.640449438,-0.594202899,2
-1,-0.157024793,-0.670886076,-0.602409639,-0.76993865,-0.950166113,-0.680555556,-0.096774194,-0.673414305,-0.364341085,-0.730337079,-0.188405797,2
-1,-0.454545455,-0.544303797,-0.325301205,-0.978527607,-0.877076412,-0.833333333,-0.557603687,-0.799884326,-0.19379845,-0.876404494,-0.275362319,2
-1,-0.520661157,-0.569620253,-0.481927711,-0.969325153,-0.893687708,-0.805555556,-0.502304147,-0.883169462,-0.209302326,-0.752808989,0.333333333,2
-1,-0.570247934,-0.683544304,-0.602409639,-0.975460123,-0.897009967,-0.715277778,-0.497695853,-0.865432813,-0.271317829,-0.707865169,-0.043478261,2
1,-0.190082645,0.063291139,-1,-0.975460123,-0.813953488,-0.840277778,-0.875576037,-0.680354733,-0.147286822,-0.629213483,-0.507246377,1
-1,-0.47107438,-0.810126582,-0.662650602,-0.567484663,-0.860465116,-0.805555556,-0.341013825,-0.583188741,-0.627906977,-0.808988764,-0.710144928,2
-1,-0.801652893,-0.582278481,-0.807228916,-0.972392638,-0.867109635,-0.9375,-0.580645161,-0.823019086,0.178294574,-0.752808989,-0.217391304,2
-1,-0.487603306,-0.734177215,-0.662650602,-0.944785276,-0.843853821,-0.666666667,-0.294930876,-0.718912666,-0.534883721,-0.719101124,-0.768115942,2
1,-0.438016529,-0.430379747,-0.819277108,-0.957055215,-0.77076412,-0.9375,-0.898617512,-0.653749759,-0.11627907,-0.674157303,-0.449275362,2
-1,-0.702479339,-0.765822785,-0.409638554,-0.984662577,-0.930232558,-0.8125,-0.488479263,-0.819163293,0.286821705,-0.741573034,-0.333333333,2
-1,-0.438016529,-0.746835443,-0.626506024,-0.711656442,-0.850498339,-0.666666667,-0.267281106,-0.61866204,0.054263566,-0.775280899,-0.449275362,2
-1,-0.636363636,-0.82278481,-0.554216867,-0.981595092,-0.92358804,-0.569444444,-0.34562212,-0.817235396,-0.069767442,-0.752808989,-0.072463768,1
-1,-0.520661157,-0.658227848,-0.698795181,-0.773006135,-0.853820598,-0.631944444,-0.096774194,-0.65336418,-0.224806202,-0.764044944,-0.623188406,1
1,-0.768595041,-0.594936709,-0.698795181,-0.963190184,-0.687707641,-0.916666667,-0.797235023,-0.668787353,0.023255814,-0.629213483,-0.652173913,1
-1,-0.404958678,-0.759493671,-0.638554217,-0.625766871,-0.853820598,-0.670138889,-0.050691244,-0.556969346,-0.348837209,-0.696629213,-0.68115942,2
1,-0.520661157,-0.189873418,-0.722891566,-0.95398773,-0.764119601,-0.930555556,-0.479262673,-0.681125892,-0.007751938,-0.460674157,-0.15942029,1
-1,-0.157024793,-0.569620253,-0.614457831,-0.978527607,-0.893687708,-0.923611111,-0.161290323,-0.684210526,-0.302325581,-0.696629213,-0.565217391,1
1,-0.371900826,-0.481012658,-0.710843373,-0.963190184,-0.764119601,-0.979166667,-0.976958525,-0.649508386,-0.131782946,-0.584269663,-0.565217391,1
1,-0.438016529,-0.544303797,-0.445783133,-0.95398773,-0.784053156,-0.840277778,-0.824884793,-0.682668209,0.054263566,-0.292134831,-0.130434783,2
-1,-0.438016529,-0.734177215,-0.590361446,-0.984662577,-0.877076412,-0.833333333,-0.658986175,-0.811451706,-0.178294574,-0.797752809,-0.043478261,2
-1,-0.454545455,-0.569620253,-0.409638554,-0.972392638,-0.940199336,-0.826388889,-0.447004608,-0.888567573,-0.100775194,-0.876404494,0.217391304,2
-1,-0.504132231,-0.620253165,-0.674698795,-0.662576687,-0.936877076,-0.854166667,-0.580645161,-0.767495662,-0.627906977,-0.820224719,0.072463768,2
-1,-0.636363636,-0.544303797,-0.807228916,-0.825153374,-0.910299003,-0.756944444,-0.147465438,-0.726624253,-0.302325581,-0.550561798,-0.47826087,1
-1,-0.636363636,-0.746835443,-0.542168675,-0.978527607,-0.916943522,-0.75,-0.548387097,-0.940620783,-0.395348837,-0.662921348,0.362318841,2
-1,-0.355371901,-0.632911392,-0.65060241,-0.871165644,-0.830564784,-0.819444444,-0.30875576,-0.668016194,0.19379845,-0.584269663,-0.333333333,2
-1,-0.520661157,-0.683544304,-0.722891566,-0.797546012,-0.903654485,-0.583333333,-0.013824885,-0.68806632,-0.348837209,-0.853932584,-0.565217391,1
-1,-0.652892562,-0.721518987,-0.65060241,-0.889570552,-0.906976744,-0.527777778,-0.3640553,-0.806053596,-0.364341085,-0.415730337,-0.188405797,2
1,-0.47107438,-0.278481013,-0.975903614,-0.957055215,-0.790697674,-0.888888889,-0.907834101,-0.666859456,-0.007751938,-0.561797753,-0.362318841,1
-1,-0.256198347,-0.772151899,-0.638554217,-0.984662577,-0.920265781,-0.868055556,-0.764976959,-0.846539425,-0.534883721,-0.674157303,-0.130434783,2
-1,-0.504132231,-0.683544304,-0.710843373,-0.969325153,-0.880398671,-0.736111111,-0.271889401,-0.733564681,0.255813953,-0.595505618,-0.188405797,1
1,-0.438016529,-0.170886076,-0.963855422,-0.963190184,-0.77076412,-0.958333333,-0.97235023,-0.662232504,-0.03875969,-0.808988764,-0.565217391,1
-1,-0.58677686,-0.759493671,-0.746987952,-0.963190184,-0.867109635,-0.763888889,-0.276497696,-0.796028533,-0.085271318,-0.685393258,-0.333333333,2
-1,-0.520661157,-0.405063291,-0.65060241,-0.872699387,-0.916943522,-0.805555556,-0.410138249,-0.86697513,-0.11627907,-0.730337079,0.449275362,2
-1,-0.652892562,-0.632911392,-0.614457831,-0.975460123,-0.956810631,-0.888888889,-0.811059908,-0.892423366,-0.023255814,-0.853932584,0.014492754,2
-1,-0.570247934,-0.64556962,-0.325301205,-0.966257669,-0.511627907,-0.666666667,-0.539170507,-0.752072489,-0.410852713,-0.831460674,-0.652173913,2
1,-0.520661157,-0.417721519,-0.710843373,-0.966257669,-0.774086379,-0.881944444,-0.870967742,-0.703489493,0.03875969,-0.573033708,-0.246376812,2
-1,-0.47107438,-0.708860759,-0.686746988,-0.797546012,-0.893687708,-0.861111111,-0.612903226,-0.692307692,-0.224806202,-0.629213483,-0.565217391,2
-1,-0.504132231,-0.569620253,-0.469879518,-0.81595092,-0.857142857,-0.8125,-0.30875576,-0.67649894,-0.348837209,-0.786516854,-0.536231884,1
-1,-0.537190083,-0.734177215,-0.65060241,-0.963190184,-0.943521595,-0.763888889,-0.437788018,-0.818006555,0.007751938,-0.707865169,-0.072463768,2
-1,-0.603305785,-0.683544304,-0.34939759,-0.803680982,-0.877076412,-0.604166667,-0.216589862,-0.713514556,-0.271317829,-0.460674157,-0.304347826,1
1,-0.520661157,-0.037974684,-0.975903614,-0.963190184,-0.77076412,-0.965277778,-0.97235023,-0.657219973,0.286821705,-0.539325843,-0.434782609,1
-1,-0.371900826,-0.759493671,-0.506024096,-0.984662577,-0.897009967,-0.743055556,-0.368663594,-0.861577019,-0.689922481,-0.775280899,-0.014492754,1
-1,-0.454545455,-0.582278481,-0.228915663,-0.613496933,-0.843853821,-0.923611111,-0.543778802,-0.610950453,-0.488372093,-0.808988764,-0.652173913,1
1,-0.438016529,-0.202531646,-0.963855422,-0.950920245,-0.764119601,-0.888888889,-0.622119816,-0.60131097,0.255813953,-0.595505618,-0.47826087,2
-1,-0.768595041,-0.696202532,-0.457831325,-0.901840491,-0.940199336,-0.861111111,-0.437788018,-0.811451706,0.286821705,-0.696629213,-0.072463768,2
-1,-0.404958678,-0.620253165,-0.734939759,-0.857361963,-0.853820598,-0.777777778,-0.198156682,-0.788316946,-0.364341085,-0.741573034,0.043478261,2
-1,-0.190082645,-0.810126582,-0.638554217,-0.969325153,-0.877076412,-0.805555556,-0.428571429,-0.726624253,-0.224806202,-0.820224719,-0.47826087,2
1,-0.024793388,-0.126582278,-0.614457831,-0.941717791,-0.737541528,-0.854166667,-0.608294931,-0.5839599,-0.11627907,-0.550561798,-0.391304348,1
1,0.074380165,-0.658227848,-0.325301205,-0.975460123,-0.873754153,-0.986111111,-0.99078341,-0.706959707,-0.317829457,-0.674157303,0.101449275,2
-1,-0.719008264,-0.594936709,-0.843373494,-0.978527607,-0.906976744,-0.694444444,-0.30875576,-0.817620976,-0.162790698,-0.820224719,-0.217391304,1
-1,-0.636363636,-0.835443038,-0.56626506,-0.969325153,-0.857142857,-0.847222222,-0.695852535,-0.898592635,-0.410852713,-0.685393258,0.014492754,2
-1,-0.685950413,-0.721518987,-0.759036145,-0.527607362,-0.88372093,-0.722222222,-0.506912442,-0.556198188,-0.224806202,-0.730337079,-0.739130435,2
-1,-0.504132231,-0.341772152,-0.686746988,-0.843558282,-0.903654485,-0.819444444,-0.428571429,-0.888567573,-0.395348837,-0.943820225,0.449275362,2
-1,-0.454545455,-0.772151899,-0.614457831,-0.644171779,-0.870431894,-0.756944444,-0.451612903,-0.63022942,-0.689922481,-0.640449438,-0.594202899,2
-1,-0.636363636,-0.746835443,-0.686746988,-0.809815951,-0.867109635,-0.854166667,-0.599078341,-0.78060536,-0.333333333,-0.775280899,-0.130434783,2
1,0.123966942,-0.392405063,-0.228915663,-0.950920245,-0.661129568,-0.965277778,-0.935483871,-0.61866204,-0.162790698,-0.505617978,0.072463768,2
-1,-0.404958678,-0.607594937,-0.686746988,-0.754601227,-0.870431894,-0.680555556,-0.078341014,-0.6417968,-0.162790698,-0.842696629,-0.68115942,1
-1,-0.47107438,-0.64556962,-0.530120482,-0.751533742,-0.860465116,-0.784722222,-0.377880184,-0.65336418,0.023255814,-0.651685393,-0.275362319,2
-1,-0.636363636,-0.582278481,-0.759036145,-0.963190184,-0.926910299,-0.666666667,-0.294930876,-0.8153075,0.069767442,-0.651685393,-0.130434783,2
-1,-0.504132231,-0.759493671,-0.144578313,-0.481595092,-0.890365449,-0.861111111,-0.502304147,-0.586273376,-0.798449612,-0.685393258,-0.565217391,2
-1,-0.570247934,-0.772151899,-0.662650602,-0.495398773,-0.873754153,-0.638888889,-0.387096774,-0.609408136,-0.178294574,-0.853932584,-0.275362319,2
-1,-0.487603306,-0.721518987,-0.662650602,-0.779141104,-0.863787375,-0.708333333,-0.493087558,-0.76286871,-0.224806202,-0.573033708,0.014492754,2
-1,-0.570247934,-0.53164557,-0.759036145,-0.846625767,-0.641196013,-0.583333333,-0.184331797,-0.711586659,-0.19379845,-0.764044944,-0.565217391,1
-1,-0.553719008,-0.620253165,-0.530120482,-0.779141104,-0.903654485,-0.583333333,-0.01843318,-0.661075766,-0.271317829,-0.685393258,-0.594202899,1
-1,-0.239669421,-0.696202532,-0.409638554,-0.791411043,-0.900332226,-0.6875,-0.529953917,-0.7574706,-0.519379845,-0.876404494,0.130434783,2
-1,-0.801652893,-0.556962025,-0.698795181,-0.779141104,-0.926910299,-0.840277778,-0.493087558,-0.795642954,0.03875969,-0.797752809,-0.043478261,2
-1,-0.553719008,-0.64556962,-0.590361446,-0.90797546,-0.897009967,-0.805555556,-0.470046083,-0.845768267,-0.131782946,-0.707865169,0.188405797,2
-1,-0.537190083,-0.746835443,-0.674698795,-0.68404908,-0.903654485,-0.805555556,-0.428571429,-0.697320224,-0.395348837,-0.752808989,-0.275362319,2
1,-0.355371901,-0.265822785,-0.987951807,-0.963190184,-0.737541528,-0.923611111,-0.944700461,-0.669558512,-0.069767442,-0.617977528,-0.275362319,2
1,-0.504132231,0.03164557,-1,-0.981595092,-0.142857143,-0.895833333,-0.894009217,-0.706959707,-0.069767442,-0.674157303,-0.47826087,1
-1,-0.652892562,-0.569620253,-0.626506024,-0.957055215,-0.930232558,-0.743055556,-0.373271889,-0.930210141,0.054263566,-0.786516854,0.420289855,2
-1,-0.58677686,-0.708860759,-0.602409639,-0.806748466,-0.857142857,-0.847222222,-0.483870968,-0.742047426,-0.209302326,-0.730337079,-0.304347826,2
-1,-0.636363636,-0.582278481,-0.542168675,-0.720858896,-0.897009967,-0.805555556,-0.456221198,-0.680354733,0.162790698,-0.707865169,-0.130434783,2
-1,-0.636363636,-0.594936709,-0.638554217,-0.978527607,-0.946843854,-0.881944444,-0.511520737,-0.964912281,-0.457364341,-0.528089888,0.536231884,2
-1,-0.553719008,-0.708860759,-0.56626506,-0.518404908,-0.903654485,-0.708333333,-0.414746544,-0.532292269,-0.162790698,-0.786516854,-0.768115942,1
-1,-0.58677686,-0.670886076,-0.409638554,-0.972392638,-0.857142857,-0.770833333,-0.410138249,-0.796028533,-0.581395349,-0.561797753,-0.47826087,2
1,-0.421487603,-0.341772152,-0.614457831,-0.95398773,-0.797342193,-0.652777778,-0.705069124,-0.727395412,-0.03875969,-0.325842697,0.420289855,2
-1,-0.553719008,-0.620253165,-0.614457831,-0.957055215,-0.88372093,-0.770833333,-0.612903226,-0.817235396,0.007751938,-0.483146067,-0.130434783,2
-1,-0.438016529,-0.569620253,-0.638554217,-0.760736196,-0.860465116,-0.729166667,-0.258064516,-0.597069597,0.178294574,-0.550561798,-0.507246377,1
-1,-0.504132231,-0.658227848,-0.638554217,-0.619631902,-0.873754153,-0.527777778,-0.290322581,-0.616734143,-0.317829457,-0.685393258,-0.536231884,2
-1,-0.553719008,-0.455696203,-0.662650602,-0.673312883,-0.92358804,-0.791666667,-0.626728111,-0.80374012,-0.534883721,-0.820224719,0.275362319,2
-1,-0.58677686,-0.848101266,-0.56626506,-0.95398773,-0.88372093,-0.680555556,-0.35483871,-0.834586466,-0.147286822,-0.415730337,-0.014492754,2
-1,-0.421487603,-0.607594937,-0.168674699,-0.705521472,-0.893687708,-0.604166667,-0.290322581,-0.591671486,-0.472868217,-0.741573034,-0.826086957,1
-1,-0.570247934,-0.873417722,-0.578313253,-0.86809816,-0.870431894,-0.791666667,-0.552995392,-0.707345286,0.100775194,-0.359550562,-0.507246377,2
1,-0.537190083,0.215189873,-1,-0.963190184,-0.757475083,-0.972222222,-0.953917051,-0.749759013,0.209302326,-0.752808989,0.130434783,2
-1,-0.438016529,-0.746835443,-0.265060241,-0.521472393,-0.887043189,-0.909722222,-0.552995392,-0.553113553,-0.472868217,-0.842696629,-0.652173913,2
-1,-0.504132231,-0.734177215,-0.554216867,-0.803680982,-0.903654485,-0.819444444,-0.534562212,-0.80913823,-0.596899225,-0.325842697,0.014492754,2
-1,-0.47107438,-0.810126582,-0.662650602,-0.567484663,-0.860465116,-0.805555556,-0.341013825,-0.583188741,-0.627906977,-0.808988764,-0.710144928,2
-1,-0.603305785,-0.518987342,-0.78313253,-0.791411043,-0.714285714,-0.8125,-0.129032258,-0.590514748,0.255813953,-0.449438202,-0.652173913,1
1,-0.32231405,-0.53164557,-0.722891566,-0.963190184,-0.774086379,-0.847222222,-0.801843318,-0.645652593,-0.131782946,-0.494382022,-0.623188406,1
-1,-0.438016529,-0.708860759,-0.614457831,-0.757668712,-0.837209302,-0.680555556,-0.170506912,-0.672643146,-0.271317829,-0.797752809,-0.449275362,2
1,-0.652892562,-0.5,-0.843373494,-0.944785276,-0.843853821,-0.909722222,-0.898617512,-0.748987854,0.395348837,-0.494382022,0.275362319,2
-1,-0.404958678,-0.772151899,-0.56626506,-0.616564417,-0.843853821,-0.506944444,-0.276497696,-0.50298824,0.085271318,-0.853932584,-0.68115942,2
-1,-0.338842975,-0.670886076,-0.409638554,-0.920245399,-0.940199336,-0.8125,-0.626728111,-0.8153075,-0.519379845,-0.887640449,-0.043478261,2
-1,-0.173553719,-0.582278481,-0.56626506,-0.95398773,-0.916943522,-0.875,-0.451612903,-0.824561404,-0.627906977,-0.146067416,0.362318841,2
-1,-0.438016529,-0.683544304,-0.614457831,-0.972392638,-0.873754153,-0.819444444,-0.419354839,-0.761326393,-0.162790698,-0.752808989,-0.275362319,1
1,0.090909091,-0.443037975,-0.120481928,-0.817484663,-0.784053156,-0.743055556,-0.677419355,-0.541546173,-0.302325581,-0.292134831,0.15942029,2
-1,-0.669421488,-0.772151899,-0.662650602,-0.978527607,-0.916943522,-0.944444444,-0.594470046,-0.853094274,-0.240310078,-0.662921348,-0.072463768,2
-1,-0.487603306,-0.734177215,-0.602409639,-0.975460123,-0.843853821,-0.763888889,-0.400921659,-0.742047426,0.410852713,-0.370786517,-0.333333333,2
-1,-0.487603306,-0.721518987,-0.614457831,-0.840490798,-0.893687708,-0.868055556,-0.479262673,-0.77443609,-0.302325581,-0.629213483,-0.072463768,2
-1,-0.570247934,-0.64556962,-0.65060241,-0.969325153,-0.857142857,-0.770833333,-0.442396313,-0.776749566,0.178294574,-0.617977528,-0.275362319,2
1,-0.272727273,-0.189873418,-0.674698795,-0.957055215,-0.714285714,-0.972222222,-0.67281106,-0.600539811,-0.364341085,-0.550561798,-0.68115942,2
1,-0.32231405,-0.493670886,-0.65060241,-0.963190184,-0.508305648,-1,-0.824884793,-0.60709466,-0.100775194,-0.213483146,-0.565217391,2
-1,-0.58677686,-0.759493671,-0.65060241,-0.957055215,-0.956810631,-0.777777778,-0.585253456,-0.926354347,-0.503875969,-0.640449438,0.391304348,2
-1,-0.537190083,-0.784810127,-0.638554217,-0.984662577,-0.926910299,-0.916666667,-0.69124424,-0.851937536,-0.302325581,-0.595505618,-0.130434783,2
1,-0.438016529,-0.082278481,-0.939759036,-0.875766871,-0.744186047,-0.979166667,-0.976958525,-0.649508386,0.069767442,-0.808988764,-0.15942029,1
1,0.008264463,-0.367088608,-0.397590361,-0.595092025,-0.348837209,-0.673611111,-0.649769585,-0.409678041,-0.317829457,-0.404494382,-0.768115942,1
1,-0.090909091,-0.094936709,-0.710843373,-0.95398773,-0.797342193,-0.972222222,-0.935483871,-0.634085213,-0.379844961,-0.584269663,-0.449275362,1
1,-0.603305785,-0.417721519,-0.65060241,-0.95398773,-0.784053156,-0.784722222,-0.576036866,-0.665702718,-0.054263566,-0.550561798,-0.47826087,1
-1,-0.537190083,-0.797468354,-0.746987952,-0.812883436,-0.84717608,-0.708333333,-0.304147465,-0.740505109,-0.333333333,-0.662921348,-0.188405797,2
-1,-0.438016529,-0.696202532,-0.771084337,-0.782208589,-0.880398671,-0.638888889,-0.216589862,-0.66493156,-0.302325581,-0.820224719,-0.565217391,1
-1,-0.636363636,-0.670886076,-0.493975904,-0.858895706,-0.940199336,-0.520833333,-0.207373272,-0.834586466,0.054263566,-0.797752809,0.246376812,2
-1,-0.438016529,-0.708860759,-0.542168675,-0.579754601,-0.837209302,-0.625,-0.133640553,-0.5839599,-0.426356589,-0.752808989,-0.710144928,2
1,0.520661157,-0.405063291,-0.409638554,-0.886503067,-0.747508306,-0.965277778,-0.811059908,-0.42201658,-0.100775194,-0.483146067,0.362318841,2
-1,-0.47107438,-0.443037975,-0.710843373,-0.647239264,-0.843853821,-0.534722222,-0.059907834,-0.611721612,-0.488372093,-0.685393258,-0.565217391,1
1,-0.338842975,-0.189873418,-0.879518072,-0.834355828,-0.647840532,-0.972222222,-0.976958525,-0.564680933,0.007751938,-0.471910112,-0.391304348,2
-1,-0.32231405,-0.82278481,-0.108433735,-0.981595092,-0.936877076,-0.798611111,-0.267281106,-0.850009639,-0.441860465,-0.325842697,0.246376812,2
-1,-0.404958678,-0.493670886,-0.65060241,-0.852760736,-0.88372093,-0.791666667,-0.465437788,-0.73433584,-0.100775194,-0.685393258,-0.101449275,2
-1,-0.140495868,-0.658227848,-0.578313253,-0.86809816,-0.936877076,-0.819444444,-0.589861751,-0.765182186,-0.503875969,-0.797752809,-0.043478261,2
-1,-0.487603306,-0.759493671,-0.578313253,-0.806748466,-0.880398671,-0.652777778,-0.451612903,-0.761326393,-0.410852713,-0.752808989,-0.217391304,2
-1,-0.487603306,-0.493670886,-0.481927711,-0.828220859,-0.813953488,-0.715277778,-0.207373272,-0.675727781,-0.395348837,-0.651685393,-0.594202899,1
1,-0.570247934,0,-0.951807229,-0.950920245,-0.827242525,-0.930555556,-0.949308756,-0.661846925,0.255813953,-0.516853933,-0.304347826,2
-1,-0.520661157,-0.632911392,-0.457831325,-0.579754601,-0.850498339,-0.798611111,-0.193548387,-0.553499132,-0.348837209,-0.606741573,-0.68115942,1
-1,-0.371900826,-0.746835443,-0.638554217,-0.582822086,-0.843853821,-0.638888889,-0.048387097,-0.541546173,-0.348837209,-0.730337079,-0.739130435,2
-1,-0.05785124,-0.46835443,-0.506024096,-0.947852761,-0.916943522,-0.854166667,-0.359447005,-0.691922113,-0.472868217,-0.662921348,-0.130434783,2
